DiseaseID	DiseaseName
MESH:D057770	Hyalinosis, Systemic
DOID:0050647	Arts syndrome
MESH:C580458	Spastic Paraplegia Type 8
MESH:C537291	Gracile bone dysplasia
ICD10:E31	Autoimmune polyglandular failure
DOID:77	Gastrointestinal system disease
MESH:C567430	Dystonia 16
MESH:C564962	Leigh Syndrome due to Mitochondrial Complex III Deficiency
MESH:C535322	5-oxoprolinase deficiency
MESH:D005185	Fallopian Tube Neoplasms
ICD10:E11	Type 2 diab w hyprosm w/o nonket hyprgly-hypros coma (NKHHC)
MESH:C562590	Xeroderma Pigmentosum, Complementation Group B
DOID:0080377	Peroxisomal biogenesis disorder
ICD10:L3	Nummular dermatitis
MESH:C565218	Deafness, Autosomal Recessive 28
MESH:C563825	Spondylometaphyseal Dysplasia with Cone-Rod Dystrophy
MESH:C564162	Pseudohypoaldosteronism, Type IIc
MESH:C535288	Rapadilino syndrome
MESH:C567632	Growth Hormone Deficiency With Pituitary Anomalies
MESH:D020371	Pelizaeus-Merzbacher Disease
MESH:C567089	Lipoprotein Glomerulopathy
DOID:0111808	Linear skin defects with multiple congenital anomalies 1
DOID:0050664	Bietti crystalline corneoretinal dystrophy
MESH:C537775	Anterior segment mesenchymal dysgenesis
DOID:0050731	Vitamin B12 deficiency
ICD10:I27	Primary pulmonary hypertension
MESH:C535642	Growth retardation, Alopecia, Pseudoanodontia and Optic atrophy
DOID:9410	Panhypopituitarism
MESH:C567575	46,Xy True Hermaphroditism, Sry-Related
MESH:C566608	Cataract, Zonular Pulverulent 3
DOID:1596	Mental depression
MESH:C536273	Ichthyosis with hypotrichosis, autosomal recessive
MESH:D001656	Biliary Atresia
MESH:C538153	Syndactyly, type 2
MESH:C563908	Deafness, Autosomal Recessive 35
ICD10:G113	Cerebellar ataxia with defective DNA repair
ICD10:K839	Disease of biliary tract  unspecified
MESH:C566119	Cleidocranial Dysplasia, Forme Fruste, With Brachydactyly
MESH:D000793	Angioid Streaks
DOID:2222	Factor X deficiency
ICD10:C759	Malignant neoplasm of endocrine gland  unspecified
MESH:D016104	Oligohydramnios
DOID:535	Sleep disorder
ICD10:D81	Severe combined immunodeficiency with reticular dysgenesis
MESH:C563141	Mental Retardation, X-Linked 19
ICD10:N32	Bladder-neck obstruction
DOID:12858	Huntington's disease
MESH:D005171	Factor X Deficiency
MESH:C537146	Hypocalciuric hypercalcemia, familial, type 2
ICD10:L	Staphylococcal scalded skin syndrome
DOID:0060039	Autoimmune disease of skin and connective tissue
ICD10:E75	GM2 gangliosidosis  unspecified
MESH:C565179	Vitreoretinopathy with Phalangeal Epiphyseal Dysplasia
MESH:C537620	Growth mental deficiency syndrome of Myhre
ICD10:E03	Congenital hypothyroidism with diffuse goiter
DOID:0060158	Acquired metabolic disease
MESH:C566236	Sveinsson Chorioretinal Atrophy
MESH:D034381	Hearing Loss
MESH:C537501	Strudwick syndrome
MESH:C565293	Dermatitis, Atopic, 2
MESH:C567841	Ventricular Fibrillation, Paroxysmal Familial, 2
MESH:C566350	Cone-Rod Dystrophy 7
MESH:D020914	Myopathies, Structural, Congenital
MESH:D009394	Nephritis, Hereditary
MESH:C537128	Optic atrophy and cataract, autosomal dominant
DOID:0111169	Subcortical band heterotopia
DOID:2750	Glycogen storage disease IV
DOID:1934	Dysostosis
ICD10:M5	Cervical disc disorder with myelopathy  unsp cervical region
MESH:D013967	Thyroiditis, Autoimmune
MESH:D050030	Andersen Syndrome
ICD10:Q786	Multiple congenital exostoses
MESH:C537277	Glycosylphosphatidylinositol deficiency
DOID:6457	Cowden syndrome
DOID:0070027	CST3-related cerebral amyloid angiopathy
DOID:0060785	adult-onset autosomal dominant demyelinating leukodystrophy
DOID:9258	Waardenburg's syndrome
MESH:D018860	Sneddon Syndrome
ICD10:I3	Acute nonspecific idiopathic pericarditis
MESH:C564818	Peeling Skin Syndrome
ICD10:Q0	Anencephaly
DOID:0090029	CINCA Syndrome
MESH:D012544	Scheuermann Disease
MESH:C564785	Tay-Sachs Disease, Variant B1
ICD10:E756	Lipid storage disorder  unspecified
MESH:C564708	Huntington Disease-Like 2
DOID:0111157	Castleman disease
MESH:D006929	Hyperaldosteronism
DOID:3165	Skin benign neoplasm
MESH:D007787	Lactose Intolerance
MESH:D053632	X-Linked Combined Immunodeficiency Diseases
DOID:0080027	Spondyloepimetaphyseal dysplasia
MESH:D004802	Eosinophilia
MESH:C566910	Renal Tubular Acidosis, Distal, With Hemolytic Anemia
MESH:C563529	Myopathy, Actin, Congenital, with Excess of Thin Myofilaments
MESH:C563461	Carnitine Palmitoyltransferase II Deficiency, Late-Onset
DOID:0080047	Pseudoachondroplasia
MESH:C562656	Hyperphenylalaninemia, BH4-Deficient, B
MESH:D006959	Hyperoxaluria
MESH:C536321	Poikiloderma of Kindler
DOID:0070296	Primary autosomal recessive microcephaly
MESH:D000163	Acquired Immunodeficiency Syndrome
MESH:D004938	Esophageal Neoplasms
MESH:D009081	Mucolipidoses
MESH:C536213	Crigler Najjar syndrome, type 2
DOID:0050577	Cranioectodermal dysplasia
DOID:5353	Colonic disease
DOID:9270	Alkaptonuria
MESH:D007417	Intestinal Polyps
DOID:5426	Primary ovarian insufficiency
ICD10:H269	Unspecified cataract
MESH:C562627	Cutis Laxa, Autosomal Dominant
MESH:C563738	Rhabdoid Tumor Predisposition Syndrome 1
MESH:C538375	Hyperinsulinemic hypoglycemia, familial, 6
MESH:C537373	Multicystic renal dysplasia, bilateral
MESH:C564858	Pyruvate Kinase Deficiency of Red Cells
ICD10:Q781	Polyostotic fibrous dysplasia
MESH:D012005	Rectal Prolapse
DOID:0080626	Corticosterone methyloxidase deficiency 1
MESH:C548032	Legius syndrome
MESH:D015464	Leukemia, Myelogenous, Chronic, BCR-ABL Positive
MESH:D063806	Myalgia
ICD10:D816	Major histocompatibility complex class I deficiency
ICD10:Q21	Ventricular septal defect
MESH:C562456	Volvulus Of Midgut
ICD10:D531	Other megaloblastic anemias  not elsewhere classified
DOID:0112237	Lissencephaly 1
MESH:C562942	Aortic Valve, Calcification of
MESH:C566270	Apolipoprotein C-III Deficiency
MESH:D061085	Agenesis of Corpus Callosum
MESH:C566471	Arrhythmogenic Right Ventricular Dysplasia, Familial, 11
MESH:D010146	Pain
MESH:C566239	Atrial Septal Defect 1
DOID:2741	Bilirubin metabolic disorder
DOID:0050454	Periventricular nodular heterotopia
MESH:C567411	Ectodermal Dysplasia, Anhidrotic, With T-Cell Immunodeficiency, Autosomal Dominant
MESH:D016649	Primary Ovarian Insufficiency
ICD10:F25	Schizoaffective disorder  bipolar type
ICD10:I718	Aortic aneurysm of unspecified site  ruptured
AmyCo:17	Apolipoprotein A-I associated Amyloidosis
DOID:2841	Asthma
MESH:C566883	Osteopetrosis, Autosomal Recessive 5
DOID:0111599	Distal arthrogryposis type 2B
ICD10:H527	Unspecified disorder of refraction
MESH:C536319	Pelizaeus-Merzbacher-like disease, autosomal recessive, 2
MESH:D010048	Ovarian Cysts
DOID:913	Atrophic muscular disease
DOID:11971	Synostosis
MESH:C538005	Dystonia musculorum deformans type 1
DOID:0112254	Hepatic venoocclusive disease with immunodeficiency
ICD10:K005	Hereditary disturbances in tooth structure  NEC
MESH:D000506	Alopecia Areata
DOID:1826	Epilepsy
MESH:C537129	Optic atrophy polyneuropathy deafness
MESH:C567048	Surfactant Metabolism Dysfunction, Pulmonary, 2
DOID:0070329	Mitochondrial DNA depletion syndrome
MESH:D024741	Cardiomyopathy, Hypertrophic, Familial
DOID:0050773	Paraganglioma
MESH:C565725	Cataract, Congenital Nuclear, Autosomal Recessive 2
MESH:C565862	Cerebrofaciothoracic Dysplasia
MESH:C535378	Arthrogryposis multiplex congenita, distal type 1
MESH:C536026	Marshall-Smith syndrome
MESH:C537095	Brachydactyly with hypertension
DOID:0050705	adolescence-adult electroclinical syndrome
MESH:D005901	Glaucoma
MESH:C537738	Oculopalatoskeletal syndrome
MESH:C535314	Miller-McKusick-Malvaux-Syndrome (3M Syndrome)
ICD10:M893	Hypertrophy of bone  unspecified site
MESH:C565102	Keratosis Palmoplantaris Striata II
MESH:C537659	Basan syndrome
MESH:C563685	Retinitis Pigmentosa 31
MESH:D003057	Cockayne Syndrome
DOID:0111275	speech-language disorder-1
DOID:14291	Noonan syndrome with multiple lentigines
DOID:0111165	Molybdenum cofactor deficiency
DOID:0050674	Congenital bile acid synthesis defect
MESH:D007418	Intestinal Pseudo-Obstruction
MESH:D000848	Anodontia
MESH:D005706	Gallbladder Neoplasms
MESH:C565125	Darier Disease, Acral Hemorrhagic Type
MESH:C580150	Hereditary Diffuse Leukoencephalopathy with Spheroids
MESH:D020968	Brachial Plexus Neuritis
MESH:C564395	Spinocerebellar Ataxia with Epilepsy
MESH:C536467	Waardenburg syndrome, type 4
MESH:C537252	Hemophagocytic lymphohistiocytosis, familial, 4
ICD10:E710	Maple-syrup-urine disease
MESH:C531816	Severe combined immunodeficiency due to adenosine deaminase deficiency
MESH:C535827	Pseudohyperkalemia Cardiff
DOID:9973	Substance dependence
MESH:D011668	Pulmonary Veno-Occlusive Disease
DOID:0060769	T-cell immunodeficiency, congenital alopecia, and nail dystrophy
DOID:0111197	Autosomal recessive distal hereditary motor neuronopathy
MESH:D065708	Porencephaly
MESH:D055090	Tracheomalacia
MESH:C537475	Mitochondrial complex I deficiency
ICD10:L50	Allergic urticaria
ICD10:E751	Unspecified gangliosidosis
ICD10:G560	Carpal tunnel syndrome  unspecified upper limb
MESH:C567687	Focal Segmental Glomerulosclerosis 5
MESH:C536420	Primrose syndrome
DOID:0110699	Hypotrichosis 2
MESH:C567556	Brugada Syndrome 5
MESH:D029597	Romano-Ward Syndrome
DOID:1602	Lymphadenitis
MESH:C565919	Bardet-Biedl Syndrome 10
MESH:D001264	Athetosis
DOID:0111334	Congenital leptin deficiency
MESH:D020821	Dystonic Disorders
MESH:C567314	Leukodystrophy, Hypomyelinating, 6
MESH:C567843	Myopathy, Myofibrillar, Bag3-Related
MESH:C565805	Short Stature, Idiopathic, Autosomal
MESH:C535464	Conotruncal cardiac defects
DOID:2862	Glucosephosphate dehydrogenase deficiency
MESH:D007593	Joint Instability
MESH:C567364	Joubert Syndrome 9
MESH:C536411	Neuraminidase deficiency with beta-galactosidase deficiency
MESH:D005756	Gastritis
ICD10:E741	Disorder of fructose metabolism  unspecified
MESH:D013734	Androgen-Insensitivity Syndrome
MESH:C566582	Nephronophthisis 2
DOID:3343	Glycoproteinosis
DOID:0090002	Tietz syndrome
MESH:D047748	Pituitary ACTH Hypersecretion
DOID:0060292	X-linked chondrodysplasia punctata 1
DOID:0060040	Pervasive developmental disorder
MESH:D016117	Albinism, Ocular
MESH:D054880	Aspartylglucosaminuria
DOID:0060490	Schimke immuno-osseous dysplasia
MESH:C537062	Floating-harbor syndrome
DOID:0111532	Osteoglophonic dysplasia
MESH:D001714	Bipolar Disorder
MESH:C564969	Minicore Myopathy with External Ophthalmoplegia
MESH:C564563	Lissencephaly, X-Linked, 2
DOID:9280	Carbamoyl phosphate synthetase I deficiency disease
DOID:14515	WAGR syndrome
MESH:C563540	Atrial Septal Defect 3
MESH:C567059	Multiple Endocrine Neoplasia, Type IV
MESH:C567489	Spherocytosis, Type 3
MESH:D057130	Leber Congenital Amaurosis
MESH:D009839	Oligomenorrhea
DOID:9835	Refractive error
MESH:C535476	Corneal dystrophy of Bowman layer, type 1
MESH:C537502	Stuve-Wiedemann syndrome
ICD10:E85	Non-neuropathic heredofamilial amyloidosis
MESH:C537205	Spinocerebellar ataxia 28
ICD10:D09	Carcinoma in situ of bladder
MESH:C535858	HEM dysplasia
MESH:C537119	Leri-Weil syndrome
MESH:D015658	HIV Infections
MESH:C564543	Intrauterine Growth Retardation, Metaphyseal Dysplasia, Adrenal Hypoplasia Congenita, And Genital Anomalies
MESH:C535944	Desmoid disease, hereditary
DOID:4448	Macular degeneration
MESH:C535576	Cardiac valvular dysplasia, X-linked
MESH:D004485	Eczema
ICD10:K52	Gastroenteritis and colitis due to radiation
MESH:D007443	Intussusception
MESH:D010020	Osteonecrosis
DOID:2106	Myotonia congenita
MESH:C562639	Epidermolysis Bullosa, Junctional, Non-Herlitz Type
MESH:D018798	Anemia, Iron-Deficiency
DOID:12318	Granular corneal dystrophy
ICD10:E84	Cystic fibrosis with pulmonary manifestations
MESH:C535612	Al Awadi syndrome
MESH:D008548	Melanosis
MESH:C535407	Gamma aminobutyric acid transaminase deficiency
DOID:0080155	Very long chain acyl-CoA dehydrogenase deficiency
MESH:C567277	Deafness, Autosomal Dominant 3A
MESH:C585640	Activated PI3K-delta Syndrome
MESH:D009396	Wilms Tumor
DOID:14692	Smith-Lemli-Opitz syndrome
MESH:D018192	Lymphangioleiomyomatosis
DOID:12169	Carpal tunnel syndrome
MESH:C563187	Acrocephalopolysyndactyly Type II
DOID:2490	Congenital nervous system abnormality
MESH:C536246	Noninsulin-dependent diabetes mellitus with deafness
MESH:C536742	Woodhouse Sakati syndrome
DOID:0060055	Popliteal pterygium syndrome
MESH:C565335	Paragangliomas 3
MESH:D014188	Transposition of Great Vessels
DOID:681	Progressive bulbar palsy
DOID:2339	Crouzon syndrome
DOID:0111514	Metatropic dysplasia
DOID:2531	Hematologic cancer
ICD10:M79	Rheumatism  unspecified
DOID:0050560	Walker-Warburg syndrome
MESH:D005764	Gastroesophageal Reflux
MESH:D010016	Osteoma
DOID:0060426	Chromosome 19p13.13 deletion syndrome
MESH:D052159	Frasier Syndrome
ICD10:F20	Paranoid schizophrenia
MESH:D006963	Hyperphagia
ICD10:D680	Von Willebrand disease  unspecified
MESH:C567017	Mental Retardation, Autosomal Recessive 6
DOID:0110736	Neurodegeneration with brain iron accumulation 2b
MESH:D007007	Hypohidrosis
MESH:D013771	Tetralogy of Fallot
DOID:0050440	Familial partial lipodystrophy
MESH:C537736	Oculomaxillofacial dysostosis
MESH:D001606	Bernard-Soulier Syndrome
DOID:0060639	Permanent neonatal diabetes mellitus
MESH:C567543	Deafness, Autosomal Recessive 77
MESH:D052496	Lipodystrophy, Familial Partial
MESH:C567101	Microcephaly with Mental Retardation and Digital Anomalies
DOID:6364	Migraine
MESH:D006417	Hematuria
MESH:C567684	Cardiomyopathy, Familial Hypertrophic, 14
ICD10:L10	Pemphigus vulgaris
MESH:D018312	Sex Cord-Gonadal Stromal Tumors
DOID:0050687	Cell type cancer
MESH:C538209	Dementia, familial Danish
MESH:D004899	Erythroblastosis, Fetal
DOID:14451	Hyperkalemic periodic paralysis
DOID:0070161	Hereditary sensory and autonomic neuropathy type 2
DOID:0060870	Isolated growth hormone deficiency
DOID:0080041	Hypochondroplasia
MESH:C565921	Bardet-Biedl Syndrome 12
DOID:8997	Polycythemia vera
MESH:C567507	Cardiomyopathy, Dilated, 1y
MESH:C567088	Angiopathy, Hereditary, With Nephropathy, Aneurysms, And Muscle Cramps
DOID:0060116	Sensory system cancer
DOID:0060731	Congenital central hypoventilation syndrome
MESH:C567768	Progressive External Ophthalmoplegia With Mitochondrial Dna Deletions, Autosomal Dominant, 5
MESH:C535704	Malpuech facial clefting syndrome
MESH:C563702	Spastic Paraplegia, Optic Atrophy, and Neuropathy
DOID:1686	Glaucoma
DOID:0081062	Diabetes
DOID:0050817	Stargardt disease
DOID:0050835	Generalized dystonia
MESH:D002032	Bulimia
DOID:0050615	Respiratory system cancer
DOID:0060005	Autoimmune disease of endocrine system
MESH:D056732	Prolidase Deficiency
MESH:C565467	Indifference to Pain, Congenital, Autosomal Recessive
MESH:D009886	Ophthalmoplegia
DOID:2236	Congenital afibrinogenemia
MESH:D011658	Pulmonary Fibrosis
DOID:0111953	Immunodeficiency 23
DOID:0060645	Chronic recurrent multifocal osteomyelitis
ICD10:I70	Atherosclerosis of aorta
AmyCo:37	Isolated Atrial Amyloidosis
ICD10:C47	Malignant neoplasm of prph nerves of head  face and neck
MESH:C536736	Witkop syndrome
DOID:3614	Kallmann syndrome
MESH:D019973	Alcohol-Related Disorders
MESH:C562538	Cerebrocostomandibular Syndrome
MESH:C564384	Toenail Dystrophy, Isolated
MESH:C535425	Congenital torticollis
MESH:C562463	Pancreatic Carcinoma
MESH:C567355	CD59 Deficiency
MESH:D015663	Osteoporosis, Postmenopausal
DOID:53	Pituitary gland disease
MESH:D000783	Aneurysm
MESH:C537007	Kaposiform Hemangioendothelioma
ICD10:E807	Disorder of bilirubin metabolism  unspecified
DOID:0110823	Hereditary spastic paraplegia 8
DOID:0060241	3-M syndrome
MESH:C536519	Thrombocytopenia chromosome breakage
MESH:D000857	Olfaction Disorders
DOID:5375	Hair follicle neoplasm
MESH:C562688	Vitamin D Hydroxylation-Deficient Rickets, Type 1A
DOID:9351	Diabetes mellitus
DOID:0050728	Glycogen metabolism disorder
MESH:D054221	Classical Lissencephalies and Subcortical Band Heterotopias
MESH:C536510	Thiamine responsive megaloblastic anemia syndrome
MESH:D018382	Thyroid Hormone Resistance Syndrome
ICD10:I8	Phlbts and thombophlb of superfic vessels of unsp low extrm
MESH:D001017	Aortic Coarctation
DOID:2394	Ovarian cancer
DOID:1929	Supravalvular aortic stenosis
MESH:C536090	Myasthenic syndrome, congenital, type Id
DOID:0090116	Spondylocarpotarsal synostosis syndrome
DOID:14701	Propionic acidemia
ICD10:Q992	Fragile X chromosome
ICD10:K319	Disease of stomach and duodenum  unspecified
MESH:C563869	Spondyloepimetaphyseal Dysplasia, Matrilin-3 Related
MESH:C567508	Brugada Syndrome 4
DOID:0060388	Chromosomal deletion syndrome
DOID:3320	Tay-Sachs disease
MESH:C567735	Brugada Syndrome 6
MESH:C567838	Premature Ovarian Failure 7
ICD10:D561	Beta thalassemia
MESH:C564782	Tay-Sachs Disease, Juvenile
MESH:D007640	Keratoconus
DOID:0060564	Spinal disease
MESH:D004932	Esophageal and Gastric Varices
DOID:0111265	Boucher-Neuhauser syndrome
MESH:D011030	Pneumothorax
MESH:D055534	Bulbo-Spinal Atrophy, X-Linked
MESH:D019339	Port-Wine Stain
ICD10:N42	Calculus of prostate
ICD10:Q25	Patent ductus arteriosus
MESH:C566599	Muscular Dystrophy, Limb-Girdle, Type 2G
MESH:C566878	Encephalopathy, Neonatal Severe, Due To Mecp2 Mutations
MESH:D028921	Biotinidase Deficiency
MESH:C563693	Glomerulocystic Kidney Disease with Hyperuricemia and Isosthenuria
MESH:C566613	Autoimmune Lymphoproliferative Syndrome, Type IA
MESH:C537405	Growth and mental retardation, mandibulofacial dysostosis, microcephaly, and cleft palate
MESH:C535909	Marden Walker like syndrome
MESH:C535902	Limb-girdle muscular dystrophy, type 2E
MESH:C566945	Trifunctional Protein Deficiency With Myopathy And Neuropathy
MESH:C564468	Invasive Pneumococcal Disease, Recurrent Isolated, 2
ICD10:Q935	Other deletions of part of a chromosome
MESH:D005067	Euthyroid Sick Syndromes
DOID:14753	Isovaleric acidemia
MESH:D017092	Porphyria, Erythropoietic
DOID:47	Prostate disease
ICD10:Q61	Congenital renal cyst  unspecified
MESH:D010212	Papilloma
DOID:0111417	Familial chylomicronemia syndrome
MESH:C562951	Trigonocephaly, Nonsyndromic
MESH:D009123	Muscle Hypotonia
MESH:D007766	Lacrimal Apparatus Diseases
ICD10:G370	Diffuse sclerosis of central nervous system
MESH:C563871	Microcephaly, Primary Autosomal Recessive, 5
MESH:C566472	Pigmented Nodular Adrenocortical Disease, Primary, 2
DOID:3204	Neurilemmomatosis
DOID:0050644	Arterial calcification of infancy
MESH:D009765	Obesity
DOID:1443	Cerebral degeneration
MESH:D013203	Staphylococcal Infections
MESH:C537032	Laryngo onycho cutaneous syndrome
DOID:0070047	Schuurs-Hoeijmakers Syndrome
ICD10:N	Acute nephritic syndrome with minor glomerular abnormality
MESH:C567123	Hypothyroidism, Congenital, Nongoitrous, 5
MESH:C567228	Adenylate Kinase Deficiency, Hemolytic Anemia Due To
MESH:C565910	Bare Lymphocyte Syndrome, Type II, Complementation Group A
MESH:C565547	Glaucoma 3, Primary Congenital, A
DOID:0060009	MHC class I deficiency
DOID:1387	Hypolipoproteinemia
MESH:D020158	Hyperglycinemia, Nonketotic
MESH:D049310	Distal Myopathies
MESH:C564115	Corpus Callosum, Partial Agenesis of, X-Linked
DOID:8712	Neurofibromatosis
MESH:C567716	Cutis Laxa With Severe Pulmonary, Gastrointestinal, And Urinary Abnormalities
ICD10:Q810	Epidermolysis bullosa simplex
ICD10:N4	Benign prostatic hyperplasia without lower urinary tract symptoms
MESH:C538167	Acidemia, isovaleric
DOID:2377	Multiple sclerosis
MESH:C536865	Spastic paraplegia 4, autosomal dominant
DOID:0060868	Leukoencephalopathy with vanishing white matter
MESH:C536710	Winkelman Bethge Pfeiffer syndrome
MESH:D000647	Amnesia
MESH:D001022	Aortic Valve Insufficiency
MESH:D056693	Propionic Acidemia
MESH:C535974	Complete atrioventricular septal defect
ICD10:D83	Com variab immunodef w predom abnlt of B-cell nums & functn
DOID:3613	Canavan disease
MESH:D003966	Camurati-Engelmann Syndrome
MESH:D014202	Tremor
DOID:11555	Fuchs' endothelial dystrophy
DOID:2115	B cell deficiency
MESH:C564362	Neuronopathy, Distal Hereditary Motor, Type Viib
MESH:C563319	Myopathy, Myofibrillar, Desmin-Related
MESH:D020288	Papilloma, Choroid Plexus
MESH:C567433	Spastic Paraplegia 39, Autosomal Recessive
MESH:D054119	Arachnodactyly
MESH:C566917	Glycogen Storage Disease 0, Muscle
